"Recruiting
Profile",,Player,Games,Time,Events,EFG%,Pts.,Opps.,Ast,TO,TO%,Reb,OReb,DReb,Reb%,Fouls,Team Pts.,Team Pts. Allowed,#ERROR!,Off. PPP,Def. PPP,Net PPP,VPS,2 Pt Fouls,2Pt,2Pt A,2Pt Fouled,2Pt miss,2Pt Rate,2Pt%,3 Pt Fouls,3Pt,3Pt A,3Pt Fouled,3Pt miss,3Pt Rate,3Pt%,And-1 Fouls,Ast%,ATR %,ATR Att.,ATR Fouled,ATR Made,ATR Rate,ATR/A,Blk,Blk%,Blk/Foul,Blkd,Chrg,Cut,Def Foul,Def. 2Pt%,Def. 3Pt%,Def. Poss.,Def. Rtg,Def. TO,Def. TO%,Deflect,FT,FT A,FT miss,FT Trips,FT Violation,FT%,FTF,Games,LB Foul,Long Mid %,Long Mid Att.,Long Mid Fouled,Long Mid Made,Long Mid Rate,Long Mid/A,Lost Tie Up,MPG,NS Fouls,NS Fouls (Bonus),Off Foul,Off. Pace,Off. Poss.,Off. Rtg,Opp DRebs,Opp ORebs,Pace,Poss.,PPG,Short Mid %,Short Mid Att.,Short Mid Fouled,Short Mid Made,Short Mid Rate,Short Mid/A,Shots,Stl,Stl%,Stl/Foul,Tech Foul,Tie Up,TS%,Usage %
,,"#21 Andrew Ross
St. Paul VI Catholic High School",4,33:30:00,0,31.20%,5,8,7,6,42.90%,8,2,6,11.90%,6,79,57,22,1.16,0.88,0.28,1.03,0,1,3,0,2,37.50%,33.30%,0,1,5,0,4,62.50%,20.00%,0,-,-,0,0,0,0.00%,0,1,2.00%,-,0,0,0,5,-,-,65,87.7,17,22.70%,2,0,0,0,0,0,-,0,4,1,-,0,0,0,0.00%,0,0,8:22,0,0,0,0,68,116.2,0,0,0,0,1.2,-,0,0,0,0.00%,0,8,4,6.20%,-,0,0,31.20%,18.70%
,,"#21 Jaeden Miyahana
Kamehameha Schools Kapalama",4,1:15:30,0,69.40%,28,22,5,2,8.30%,22,6,16,15.30%,5,144,158,-14,0.94,1.07,-0.13,2.64,0,11,16,2,5,88.90%,68.80%,0,1,2,0,1,11.10%,50.00%,0,-,-,0,0,0,0.00%,0,4,3.10%,-,0,1,0,5,-,-,148,106.8,32,17.40%,0,3,5,2,4,0,60.00%,0.28,4,0,-,0,0,0,0.00%,0,0,18:52,0,0,0,0,153,94.1,0,0,0,0,7,-,0,0,0,0.00%,0,18,2,1.40%,-,0,0,69.30%,15.20%
,,"#21 Zyren Wade Padilla
Kapa‘a High School",2,10:26,0,0.00%,0,4,1,1,20.00%,2,0,2,11.10%,0,10,34,-24,0.42,1.42,-1,0.4,0,0,3,0,3,75.00%,0.00%,0,0,1,0,1,25.00%,0.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,0,-,-,24,141.7,2,7.70%,0,0,0,0,0,0,-,0,2,0,-,0,0,0,0.00%,0,0,5:13,0,0,0,0,24,41.7,0,0,0,0,0,-,0,0,0,0.00%,0,4,0,0.00%,-,0,0,0.00%,19.20%
,,"#22 Rocky Johnson
Imhotep Institute Charter High S",2,6:23,0,100.00%,3,2,1,1,33.30%,0,0,0,0.00%,0,10,16,-6,0.83,1.23,-0.4,1.67,0,1,1,1,0,100.00%,100.00%,0,0,0,0,0,0.00%,-,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,0,-,-,13,123.1,3,20.00%,2,1,2,1,1,0,50.00%,2,2,0,-,0,0,0,0.00%,0,0,3:11,0,0,0,0,12,83.3,0,0,0,0,1.5,-,0,0,0,0.00%,0,1,0,0.00%,-,0,0,79.80%,26.70%
,,"#22 Justice Slade
Kamehameha Schools Kapalama",3,17:53,0,30.00%,9,11,1,1,8.30%,4,2,2,13.80%,2,30,32,-2,0.86,0.91,-0.06,0.75,0,3,5,0,2,50.00%,60.00%,0,0,5,1,5,50.00%,0.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,2,-,-,35,91.4,8,18.20%,0,3,3,0,1,0,100.00%,0.3,3,0,-,0,0,0,0.00%,0,0,5:57,0,0,0,0,35,85.7,0,0,0,0,3,-,0,0,0,0.00%,0,10,0,0.00%,-,0,0,39.80%,29.50%
,,"#22 Kotaro Omura
Osaka Gakuin University Senior H",3,11:39,0,70.00%,14,11,0,2,15.40%,3,0,3,10.70%,1,16,15,1,0.73,0.65,0.08,0.94,0,1,3,1,2,30.00%,33.30%,0,4,7,0,3,70.00%,57.10%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,1,-,-,23,65.2,6,20.00%,2,0,2,2,1,1,0.00%,0.2,3,0,-,0,0,0,0.00%,0,0,3:53,0,0,0,0,22,72.7,0,0,0,0,4.7,-,0,0,0,0.00%,0,10,0,0.00%,-,0,0,64.30%,46.70%
,,"#22 PJ Lau
Punahou School",2,11:56,0,37.50%,3,4,2,1,20.00%,0,0,0,0.00%,0,20,19,1,1,1,0,1.12,0,0,1,0,1,25.00%,0.00%,0,1,3,0,2,75.00%,33.30%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,0,-,-,19,100,4,17.40%,0,0,0,0,0,0,-,0,2,0,-,0,0,0,0.00%,0,0,5:58,0,0,0,0,20,100,0,0,0,0,1.5,-,0,0,0,0.00%,0,4,1,5.30%,-,0,0,37.50%,21.70%
,,"#22 Jackson Hung
‘Iolani School",2,4:50,0,0.00%,0,1,0,0,0.00%,0,0,0,0.00%,1,2,5,-3,0.22,0.62,-0.4,0,0,0,0,0,0,0.00%,-,0,0,1,0,1,100.00%,0.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,1,-,-,8,62.5,5,50.00%,0,0,0,0,0,0,-,0,2,0,-,0,0,0,0.00%,0,0,2:25,0,0,0,0,9,22.2,0,0,0,0,0,-,0,0,0,0.00%,0,1,0,0.00%,-,0,0,0.00%,10.00%
,,"#22 Jonathan Primeaux
Kapa‘a High School",2,9:31,0,75.00%,3,2,0,0,0.00%,0,0,0,0.00%,0,6,20,-14,0.4,1.18,-0.78,2.5,0,0,0,0,0,0.00%,-,0,1,2,0,1,100.00%,50.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,0,-,-,17,117.6,5,26.30%,0,0,0,0,0,0,-,0,2,0,-,0,0,0,0.00%,0,0,4:45,0,0,0,0,15,40,0,0,0,0,1.5,-,0,0,0,0.00%,0,2,1,5.90%,-,0,0,75.00%,10.50%
,,"#23 Tyree Wilson
Leilehua",4,1:37:41,0,52.40%,45,43,12,15,25.90%,26,9,17,14.40%,11,147,198,-51,0.8,1.08,-0.28,1.12,0,13,25,0,12,59.50%,52.00%,0,6,17,0,11,40.50%,35.30%,0,-,-,0,0,0,0.00%,0,2,1.20%,-,0,0,0,9,-,-,183,108.2,44,19.90%,5,1,2,1,1,0,50.00%,0.05,4,2,-,0,0,0,0.00%,0,0,24:25:00,0,0,0,0,183,80.3,0,0,0,0,11.2,-,0,0,0,0.00%,0,42,6,3.30%,-,0,0,52.50%,26.50%
,,"#23 JJ Mandaquit
Utah Prep",4,1:49:03,0,69.60%,45,32,23,11,25.60%,11,2,9,6.70%,5,251,143,108,1.37,0.78,0.59,2.18,0,12,18,2,6,64.30%,66.70%,0,5,10,0,5,35.70%,50.00%,0,-,-,0,0,0,0.00%,0,3,1.80%,-,0,0,0,5,-,-,184,77.7,42,18.80%,6,6,8,2,4,0,75.00%,0.29,4,0,-,0,0,0,0.00%,0,0,27:15:00,0,0,0,0,183,137.2,0,0,0,0,11.2,-,0,0,0,0.00%,0,28,7,3.80%,-,0,0,71.40%,21.10%
,,"#23 Alika Ahu
University Laboratory School",4,1:46:29,0,40.00%,41,53,11,13,19.70%,22,9,13,10.90%,12,167,186,-19,0.85,0.97,-0.13,0.81,0,13,32,9,19,80.00%,40.60%,0,2,8,0,6,20.00%,25.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,1,0,10,-,-,191,97.4,37,16.20%,3,9,24,15,13,0,37.50%,0.6,4,1,-,0,0,0,0.00%,0,0,26:37:00,0,0,1,0,197,84.8,0,0,0,0,10.2,-,0,0,0,0.00%,0,40,3,1.60%,-,0,1,40.50%,34.20%
,,"#23 Cedric Tillis
Wheeler High School (GA)",2,15:29,0,66.70%,4,3,1,1,25.00%,3,1,2,8.60%,1,34,20,14,1,0.57,0.43,1.83,0,2,3,0,1,100.00%,66.70%,0,0,0,0,0,0.00%,-,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,1,-,-,35,57.1,13,33.30%,0,0,0,0,0,0,-,0,2,0,-,0,0,0,0.00%,0,0,7:44,0,0,0,0,34,100,0,0,0,0,2,-,0,0,0,0.00%,0,3,1,2.90%,-,0,0,66.70%,10.30%
,,"#23 Zion Green
Imhotep Institute Charter High S",4,1:41:48,0,40.80%,54,62,6,17,21.50%,33,6,27,16.50%,9,202,206,-4,0.94,0.97,-0.03,0.98,0,17,39,7,22,79.60%,43.60%,0,2,10,0,8,20.40%,20.00%,0,-,-,0,0,0,0.00%,0,6,3.60%,-,0,0,0,6,-,-,213,96.7,55,22.60%,2,14,21,7,13,0,66.70%,0.43,4,1,-,0,0,0,0.00%,0,1,25:27:00,0,0,1,0,216,93.5,0,0,0,0,13.5,-,0,0,0,0.00%,0,49,3,1.40%,-,1,1,46.40%,38.30%
,,"#23 Declan Beckette
‘Iolani School",4,1:48:50,0,77.80%,58,38,7,4,9.50%,19,3,16,10.00%,5,180,220,-40,0.88,1.09,-0.21,2.06,0,10,18,2,8,50.00%,55.60%,0,12,18,0,6,50.00%,66.70%,0,-,-,0,0,0,0.00%,0,1,0.60%,-,0,0,0,5,-,-,201,109.5,52,21.90%,2,2,4,2,2,0,50.00%,0.11,4,0,-,0,0,0,0.00%,0,1,27:12:00,0,0,0,0,204,88.2,0,0,0,0,14.5,-,0,0,0,0.00%,0,36,3,1.50%,-,0,1,76.80%,18.70%
,,"#23 Kazuto Osawa
Osaka Gakuin University Senior H",4,39:35:00,0,25.00%,2,4,2,3,42.90%,8,6,2,10.70%,7,67,55,12,0.85,0.68,0.17,1.15,0,1,4,0,3,100.00%,25.00%,0,0,0,0,0,0.00%,-,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,5,-,-,81,67.9,32,37.20%,7,0,0,0,0,0,-,0,4,1,-,0,0,0,0.00%,0,0,9:53,0,0,1,0,79,84.8,0,0,0,0,0.5,-,0,0,0,0.00%,0,4,8,9.90%,-,0,1,25.00%,8.00%
,,"#23 Kiare Wineera
Kahuku High School",1,4:09,0,-,0,0,0,1,100.00%,0,0,0,0.00%,1,0,4,-4,0,0.57,-0.57,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,0,-,-,0,0,0,-,0,0,0.00%,-,0,0,0,0,-,-,7,57.1,3,37.50%,0,0,0,0,0,0,-,-,1,1,-,0,0,0,-,0,0,4:09,0,0,0,0,8,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0.00%,-,0,0,-,12.50%
,,"#23 Emilis Zibuba
Veritas Academy",3,40:14:00,0,58.30%,21,18,5,3,14.30%,5,1,4,7.70%,3,74,61,13,1.01,0.84,0.18,1.31,0,3,3,0,0,16.70%,100.00%,0,5,15,0,10,83.30%,33.30%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,3,-,-,73,83.6,19,21.80%,1,0,0,0,0,0,-,0,3,0,-,0,0,0,0.00%,0,0,13:24,0,0,0,0,73,101.4,0,0,0,0,7,-,0,0,0,0.00%,0,18,3,4.10%,-,0,0,58.30%,24.10%
,,"#23 Killyan Toure
Brewster",4,1:22:53,0,61.90%,29,24,12,4,14.30%,10,3,7,6.90%,6,161,105,56,1.11,0.72,0.39,2.13,0,13,21,2,8,100.00%,61.90%,0,0,0,0,0,0.00%,-,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,1,0,6,-,-,146,71.9,41,25.60%,3,3,5,2,3,0,60.00%,0.24,4,0,-,0,0,0,0.00%,0,0,20:43,0,0,0,0,145,111,0,0,0,0,7.2,-,0,0,0,0.00%,0,21,8,5.50%,-,0,1,62.50%,19.10%
,,"#23 Keahi Sniffen
Kamehameha Schools Kapalama",4,1:22:18,0,48.10%,28,29,7,10,25.60%,9,5,4,6.00%,7,155,168,-13,0.94,1.03,-0.09,0.9,0,7,12,3,5,44.40%,58.30%,0,4,15,0,11,55.60%,26.70%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,6,-,-,163,103.1,40,20.20%,2,2,4,2,2,1,50.00%,0.15,4,0,-,0,0,0,0.00%,0,0,20:34,0,0,1,0,165,93.9,0,0,0,0,7,-,0,0,0,0.00%,0,27,5,3.10%,-,0,0,48.70%,20.70%
,,"#23 Ethan Mgbako
Oak Hill Academy",4,1:39:14,0,55.30%,64,55,9,11,16.70%,16,4,12,9.80%,13,216,176,40,1.21,0.99,0.22,1.17,0,14,26,4,12,55.30%,53.80%,0,8,21,0,13,44.70%,38.10%,0,-,-,0,0,0,0.00%,0,2,1.30%,-,0,0,0,11,-,-,178,98.9,48,21.80%,11,12,15,3,8,0,80.00%,0.32,4,0,-,0,0,0,0.00%,0,1,24:48:00,0,0,1,0,179,120.7,0,0,0,0,16,-,0,0,0,0.00%,0,47,8,4.50%,-,1,1,59.70%,33.80%
,,"#23 Joshua Zheng
Kalani High School",3,42:56:00,0,33.30%,7,10,3,7,41.20%,7,1,6,8.00%,3,38,81,-43,0.46,1,-0.54,0.79,0,3,5,1,2,55.60%,60.00%,0,0,4,0,4,44.40%,0.00%,0,-,-,0,0,0,0.00%,0,3,3.80%,-,0,0,0,3,-,-,81,100,14,14.10%,4,1,2,1,1,0,50.00%,0.22,3,0,-,0,0,0,0.00%,0,0,14:18,0,0,0,0,83,45.8,0,0,0,0,2.3,-,0,0,0,0.00%,0,9,0,0.00%,-,0,0,35.40%,18.20%
,,"#23 Jordan Smith, Jr.
St. Paul VI Catholic High School",3,1:30:13,0,56.40%,64,55,11,11,16.70%,14,6,8,9.00%,9,176,160,16,1.13,1.03,0.1,1.37,0,22,39,3,17,83.00%,56.40%,0,3,8,0,5,17.00%,37.50%,0,-,-,0,0,0,0.00%,0,2,1.60%,-,0,1,0,8,-,-,155,103.2,39,21.00%,13,11,16,5,8,0,68.80%,0.34,3,0,-,0,0,0,0.00%,0,0,30:04:00,0,0,1,0,156,112.8,0,0,0,0,21.3,-,0,0,0,0.00%,0,47,8,5.20%,-,0,1,59.20%,39.40%
,,"#23 Austin Green
Kapa‘a High School",3,1:32:34,0,33.00%,34,47,4,12,20.30%,8,0,8,5.00%,5,92,195,-103,0.57,1.2,-0.64,0.63,0,7,22,2,15,50.00%,31.80%,0,5,22,0,17,50.00%,22.70%,0,-,-,0,0,0,0.00%,0,1,0.70%,-,0,0,0,5,-,-,162,120.4,25,13.20%,4,5,6,1,3,0,83.30%,0.14,3,0,-,0,0,0,0.00%,0,0,30:51:00,0,0,0,0,162,56.8,0,0,0,0,11.3,-,0,0,0,0.00%,0,44,5,3.10%,-,0,0,36.40%,32.60%
,,"#24 AJ Johnson
Kapa‘a High School",3,56:40:00,0,16.70%,12,25,2,5,16.70%,11,8,3,10.80%,4,61,119,-58,0.62,1.19,-0.57,0.58,0,2,16,3,14,76.20%,12.50%,0,1,5,0,4,23.80%,20.00%,0,-,-,0,0,0,0.00%,0,2,2.20%,-,0,0,0,4,-,-,100,119,18,15.10%,1,5,8,3,4,0,62.50%,0.38,3,0,-,0,0,0,0.00%,0,0,18:53,0,0,0,0,98,62.2,0,0,0,0,4,-,0,0,0,0.00%,0,21,1,1.00%,-,0,0,24.50%,28.60%
,,"#24 Noah Singer
‘Iolani School",4,29:59:00,0,41.70%,5,6,7,4,40.00%,1,1,0,1.60%,1,46,62,-16,0.87,1.11,-0.24,1.33,0,1,4,0,3,66.70%,25.00%,0,1,2,0,1,33.30%,50.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,1,-,-,56,110.7,16,21.60%,1,0,0,0,0,0,-,0,4,0,-,0,0,0,0.00%,0,0,7:29,0,0,0,0,53,86.8,0,0,0,0,1.2,-,0,0,0,0.00%,0,6,2,3.60%,-,0,0,41.70%,13.50%
,,"#24 Cobe Wyatt
Leilehua",4,1:30:45,0,56.20%,28,26,10,18,40.90%,11,4,7,6.40%,3,128,187,-59,0.74,1.07,-0.33,1.07,0,6,15,0,9,62.50%,40.00%,0,5,9,0,4,37.50%,55.60%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,1,0,3,-,-,174,107.5,40,19.00%,7,1,3,2,2,0,33.30%,0.12,4,0,-,0,0,0,0.00%,0,1,22:41,0,0,0,0,173,74,0,0,0,0,7,-,0,0,0,0.00%,0,24,7,4.00%,-,0,1,55.30%,22.10%
,,"#24 Sayler Hsiung
Punahou School",4,30:09:00,0,25.00%,5,8,3,1,11.10%,3,0,3,6.10%,1,47,40,7,0.8,0.69,0.11,1,0,0,2,2,2,33.30%,0.00%,0,1,4,0,3,66.70%,25.00%,0,-,-,0,0,0,0.00%,0,1,2.10%,-,0,0,0,1,-,-,58,69,12,18.50%,1,2,4,2,2,0,50.00%,0.67,4,0,-,0,0,0,0.00%,0,0,7:32,0,0,0,0,59,79.7,0,0,0,0,1.2,-,0,0,0,0.00%,0,6,0,0.00%,-,0,0,32.20%,16.90%
,,"#24 Jakhi Williams
Imhotep Institute Charter High S",2,4:57,0,-,0,0,0,1,100.00%,1,1,0,16.70%,2,5,12,-7,0.62,1.33,-0.71,0.17,0,0,0,0,0,-,-,0,0,0,0,0,-,-,0,-,-,0,0,0,-,0,0,0.00%,-,0,0,0,2,-,-,9,133.3,1,9.10%,0,0,0,0,0,0,-,-,2,0,-,0,0,0,-,0,0,2:28,0,0,0,0,8,62.5,0,0,0,0,0,-,0,0,0,-,0,0,0,0.00%,-,0,0,-,9.10%
,,"#24 Lamarrious White
Veritas Academy",4,1:34:18,0,47.20%,39,41,6,7,14.60%,24,6,18,14.00%,13,162,159,3,1,0.97,0.03,1.05,0,14,30,3,16,83.30%,46.70%,0,2,6,0,4,16.70%,33.30%,0,-,-,0,0,0,0.00%,0,3,2.20%,-,0,0,0,9,-,-,164,97,30,15.50%,3,5,8,3,5,0,62.50%,0.22,4,2,-,0,0,0,0.00%,0,1,23:34,0,0,2,0,162,100,0,0,0,0,9.8,-,0,0,0,0.00%,0,36,3,1.80%,-,0,0,49.30%,27.80%
,,"#24 Colton Takai
Kalani High School",3,1:06:26,0,10.00%,5,17,3,7,29.20%,4,1,3,2.80%,1,71,128,-57,0.54,1,-0.46,0.51,0,0,7,1,7,46.70%,0.00%,0,1,8,0,7,53.30%,12.50%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,1,-,-,128,100,21,13.40%,1,2,3,1,2,0,66.70%,0.2,3,0,-,0,0,0,0.00%,0,0,22:08,0,0,0,0,132,53.8,0,0,0,0,1.7,-,0,0,0,0.00%,0,15,4,3.10%,-,0,0,15.30%,16.60%
,,"#24 Aiden Acquah
St. Paul VI Catholic High School",3,26:01:00,0,50.00%,12,11,0,2,15.40%,2,1,1,5.30%,6,55,34,21,1.15,0.72,0.42,0.69,0,5,9,0,4,90.00%,55.60%,0,0,1,0,1,10.00%,0.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,1,0,6,-,-,47,72.3,14,28.60%,1,2,2,0,1,0,100.00%,0.2,3,0,-,0,0,0,0.00%,0,1,8:40,0,0,0,0,48,114.6,0,0,0,0,4,-,0,0,0,0.00%,0,10,1,2.10%,-,0,0,55.10%,28.80%
,,"#24 Aaron Hamada
University Laboratory School",1,13:00,0,0.00%,0,2,0,3,60.00%,0,0,0,0.00%,1,14,36,-22,0.56,1.38,-0.82,0,0,0,0,0,0,0.00%,-,0,0,2,0,2,100.00%,0.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,1,-,-,26,138.5,2,6.10%,0,0,0,0,0,0,-,0,1,0,-,0,0,0,0.00%,0,0,13:00,0,0,0,0,25,56,0,0,0,0,0,-,0,0,0,0.00%,0,2,0,0.00%,-,0,0,0.00%,14.70%
,,"#24 Shyne Salvador
Kamehameha Schools Kapalama",4,1:32:12,0,54.50%,54,49,4,5,9.30%,15,2,13,8.70%,8,175,190,-15,0.97,1.06,-0.09,1.19,0,18,31,3,13,70.50%,58.10%,0,4,13,0,9,29.50%,30.80%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,1,0,8,-,-,179,106.1,39,17.70%,1,6,9,3,5,0,66.70%,0.2,4,0,-,0,0,0,0.00%,0,0,23:03,0,0,0,0,181,96.7,0,0,0,0,13.5,-,0,0,0,0.00%,0,44,4,2.20%,-,0,0,56.30%,26.80%
,,"#24 Benson Goo
Kahuku High School",4,1:10:54,0,63.60%,14,11,0,2,15.40%,13,7,6,11.50%,11,116,162,-46,0.92,1.29,-0.37,1.09,0,7,10,0,3,90.90%,70.00%,0,0,1,0,1,9.10%,0.00%,0,-,-,0,0,0,0.00%,0,1,0.90%,-,0,0,0,10,-,-,126,128.6,20,13.10%,4,0,0,0,0,0,-,0,4,1,-,0,0,0,0.00%,0,0,17:43,0,0,0,0,126,92.1,0,0,0,0,3.5,-,0,0,0,0.00%,0,11,4,3.20%,-,0,1,63.60%,8.40%
,,"#25 Matthew Mena
St. Paul VI Catholic High School",4,34:29:00,0,39.50%,15,19,3,3,13.60%,16,5,11,21.30%,1,64,56,8,1,0.88,0.12,1.28,0,6,11,0,5,57.90%,54.50%,0,1,8,0,7,42.10%,12.50%,0,-,-,0,0,0,0.00%,0,1,1.90%,-,0,0,0,1,-,-,64,87.5,11,15.70%,0,0,0,0,0,0,-,0,4,0,-,0,0,0,0.00%,0,1,8:37,0,0,0,0,64,100,0,0,0,0,3.8,-,0,0,0,0.00%,0,19,1,1.60%,-,0,0,39.50%,32.90%
,,"#25 Robert Smith, Jr
Leilehua",4,1:06:43,0,54.50%,13,12,5,4,25.00%,21,6,15,14.80%,3,94,117,-23,0.76,0.97,-0.21,1.76,0,6,11,1,5,100.00%,54.50%,0,0,0,0,0,0.00%,-,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,2,-,-,120,97.5,18,11.80%,1,1,2,1,1,0,50.00%,0.18,4,0,-,0,0,0,0.00%,0,0,16:40,0,0,1,0,123,76.4,0,0,0,0,3.2,-,0,0,0,0.00%,0,11,0,0.00%,-,0,0,54.70%,11.20%
,,"#25 Avari Zion-Branch
University Laboratory School",4,41:57:00,0,55.60%,11,10,3,4,28.60%,7,3,4,9.00%,3,73,86,-13,0.84,0.99,-0.15,1.39,0,5,6,1,1,66.70%,83.30%,0,0,3,0,3,33.30%,0.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,3,-,-,87,98.9,17,17.30%,0,1,2,1,1,0,50.00%,0.22,4,0,-,0,0,0,0.00%,0,0,10:29,0,0,0,0,87,83.9,0,0,0,0,2.8,-,0,0,0,0.00%,0,9,4,4.60%,-,0,0,55.70%,15.20%
,,"#25 Logan Souza
Kamehameha Schools Kapalama",3,22:46,0,41.70%,5,6,1,2,25.00%,8,1,7,24.20%,2,45,31,14,1.05,0.72,0.33,1.44,0,1,3,0,2,50.00%,33.30%,0,1,3,0,2,50.00%,33.30%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,1,0,2,-,-,43,72.1,14,27.50%,3,0,0,0,0,0,-,0,3,0,-,0,0,0,0.00%,0,0,7:35,0,0,0,0,43,104.7,0,0,0,0,1.7,-,0,0,0,0.00%,0,6,3,7.00%,-,0,0,41.70%,15.70%
,,"#31 Jed-Ethan Nansha
Oak Hill Academy",4,26:35:00,0,-,6,3,1,4,57.10%,4,0,4,8.20%,3,58,63,-5,0.97,1.12,-0.16,1,0,0,0,3,0,-,-,0,0,0,0,0,-,-,0,-,-,0,0,0,0.00%,0,1,1.90%,-,0,0,0,0,-,-,56,112.5,11,15.30%,0,6,6,0,3,0,100.00%,-,4,0,-,0,0,0,0.00%,0,0,6:38,0,0,3,0,60,96.7,0,0,0,0,1.5,-,0,0,0,0.00%,0,0,0,0.00%,-,0,0,113.60%,13.90%
,,"#31 Cyrus Tasi
Kamehameha Schools Kapalama",4,28:24:00,0,75.00%,7,5,1,3,37.50%,6,1,5,10.50%,6,49,40,9,0.88,0.67,0.21,1.25,0,3,3,0,0,75.00%,100.00%,0,0,1,0,1,25.00%,0.00%,0,-,-,0,0,0,0.00%,0,2,4.40%,-,0,0,0,6,-,-,60,66.7,21,28.80%,0,1,1,0,1,0,100.00%,0.25,4,0,-,0,0,0,0.00%,0,0,7:06,0,0,0,0,56,87.5,0,0,0,0,1.8,-,0,0,0,0.00%,0,4,3,5.00%,-,0,0,78.80%,12.30%
,,"#31 Mason Dawkins
Brewster",3,21:56,0,66.70%,8,6,6,0,0.00%,3,1,2,7.90%,0,59,23,36,1.51,0.53,0.98,7.25,0,4,4,0,0,66.70%,100.00%,0,0,2,0,2,33.30%,0.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,0,-,-,43,53.5,15,28.80%,0,0,0,0,0,0,-,0,3,0,-,0,0,0,0.00%,0,0,7:18,0,0,0,0,39,151.3,0,0,0,0,2.7,-,0,0,0,0.00%,0,6,3,7.00%,-,0,0,66.70%,11.50%
,,"#32 Caleb Reece
Kahuku High School",2,22:51,0,150.00%,3,1,1,2,66.70%,6,2,4,12.50%,7,48,35,13,1.02,0.74,0.28,0.61,0,0,0,0,0,0.00%,-,0,1,1,0,0,100.00%,100.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,5,-,-,47,74.5,7,11.70%,0,0,0,0,0,0,-,0,2,1,-,0,0,0,0.00%,0,0,11:25,0,0,1,0,47,102.1,0,0,0,0,1.5,-,0,0,0,0.00%,0,1,0,0.00%,-,0,0,150.00%,5.00%
,,"#32 Siotame Malafu
Kapa‘a High School",3,52:29:00,0,27.30%,7,13,1,3,18.80%,11,4,7,11.10%,2,54,103,-49,0.59,1.17,-0.58,0.97,0,3,11,2,8,100.00%,27.30%,0,0,0,0,0,0.00%,-,0,-,-,0,0,0,0.00%,0,2,2.30%,-,0,0,0,1,-,-,88,117,10,9.50%,2,1,4,3,2,0,25.00%,0.36,3,1,-,0,0,0,0.00%,0,0,17:29,0,0,0,0,92,58.7,0,0,0,0,2.3,-,0,0,0,0.00%,0,11,2,2.30%,-,0,1,27.40%,17.10%
,,"#32 Nahua Lloyd
Punahou School",4,15:37,0,87.50%,7,5,1,0,0.00%,4,2,2,14.30%,1,33,19,14,1.14,0.7,0.43,2.17,0,2,3,1,1,75.00%,66.70%,0,1,1,0,0,25.00%,100.00%,0,-,-,0,0,0,0.00%,0,0,0.00%,-,0,0,0,1,-,-,27,70.4,7,21.20%,0,0,2,2,1,0,0.00%,0.5,4,0,-,0,0,0,0.00%,0,0,3:54,0,0,0,0,29,113.8,0,0,0,0,1.8,-,0,0,0,0.00%,0,4,0,0.00%,-,0,1,71.70%,18.20%
,,"#33 Carter Holden
‘Iolani School",4,28:02:00,0,0.00%,0,4,0,2,33.30%,8,2,6,11.90%,5,26,46,-20,0.51,0.87,-0.36,0.73,0,0,4,0,4,100.00%,0.00%,0,0,0,0,0,0.00%,-,0,-,-,0,0,0,0.00%,0,3,7.10%,-,0,1,0,5,-,-,53,86.8,17,25.40%,1,0,0,0,0,0,-,0,4,0,-,0,0,0,0.00%,0,0,7:00,0,0,0,0,51,51,0,0,0,0,0,-,0,0,0,0.00%,0,4,0,0.00%,-,0,0,0.00%,8.80%
